Order ID,Product,Quantity,Price,Date,Customer Name,Customer Email,Customer City
76,Product A,1,766.51,2020-04-07,Customer 76,customer76@example.com,New York
77,Product B,5,336.98,2019-06-20,Customer 77,customer77@example.com,Houston
78,Product D,1,725.17,2020-06-10,Customer 78,customer78@example.com,New York
79,Product A,2,438.91,2019-08-23,Customer 79,customer79@example.com,Phoenix
80,Product B,4,493.27,2020-08-29,Customer 80,customer80@example.com,Chicago
81,Product D,2,258.81,2020-03-08,Customer 81,customer81@example.com,Dallas
82,Product E,1,105.34,2020-06-10,Customer 82,customer82@example.com,Dallas
83,Product D,1,159.45,2020-11-06,Customer 83,customer83@example.com,San Antonio
84,Product C,3,175.2,2019-03-24,Customer 84,customer84@example.com,San Antonio
85,Product B,3,620.77,2020-09-11,Customer 85,customer85@example.com,San Antonio
86,Product C,2,417.24,2019-01-25,Customer 86,customer86@example.com,Miami
87,Product C,5,884.13,2019-11-15,Customer 87,customer87@example.com,New York
88,Product E,4,280.28,2019-09-06,Customer 88,customer88@example.com,Philadelphia
89,Product C,3,860.09,2019-12-16,Customer 89,customer89@example.com,Los Angeles
90,Product E,4,71.14,2019-05-05,Customer 90,customer90@example.com,New York
91,Product C,1,944.24,2019-10-10,Customer 91,customer91@example.com,San Diego
92,Product C,1,751.92,2019-12-05,Customer 92,customer92@example.com,Philadelphia
93,Product A,5,583.16,2019-11-02,Customer 93,customer93@example.com,Phoenix
94,Product B,5,236.15,2019-11-28,Customer 94,customer94@example.com,Miami
95,Product A,2,253.3,2020-04-07,Customer 95,customer95@example.com,Philadelphia
96,Product C,4,534.89,2019-02-23,Customer 96,customer96@example.com,Chicago
97,Product E,4,570.45,2019-11-22,Customer 97,customer97@example.com,Los Angeles
98,Product C,4,759.03,2019-03-28,Customer 98,customer98@example.com,Chicago
99,Product C,1,786.7,2020-01-02,Customer 99,customer99@example.com,San Antonio
100,Product A,2,732.86,2020-10-04,Customer 100,customer100@example.com,New York
101,Product A,2,744.73,2020-10-11,Customer 101,customer101@example.com,Philadelphia
102,Product D,2,661.27,2019-04-25,Customer 102,customer102@example.com,San Antonio
103,Product D,1,853.73,2019-01-29,Customer 103,customer103@example.com,San Diego
104,Product B,4,167.32,2019-03-21,Customer 104,customer104@example.com,Miami
105,Product C,5,744.21,2019-07-03,Customer 105,customer105@example.com,Los Angeles
106,Product B,1,860.12,2020-11-14,Customer 106,customer106@example.com,Chicago
107,Product A,5,120.07,2020-06-27,Customer 107,customer107@example.com,Houston
108,Product D,2,526.62,2019-01-21,Customer 108,customer108@example.com,Chicago
109,Product E,5,60.32,2019-02-17,Customer 109,customer109@example.com,Dallas
110,Product E,1,97.22,2019-12-10,Customer 110,customer110@example.com,Phoenix
111,Product D,4,383.98,2020-11-02,Customer 111,customer111@example.com,San Diego
112,Product A,2,22.5,2019-08-29,Customer 112,customer112@example.com,Philadelphia
113,Product A,3,466.12,2020-09-07,Customer 113,customer113@example.com,Houston
114,Product A,3,914.65,2020-01-16,Customer 114,customer114@example.com,Philadelphia
115,Product B,3,895.06,2020-11-26,Customer 115,customer115@example.com,San Antonio
116,Product E,4,39.96,2020-01-16,Customer 116,customer116@example.com,Philadelphia
117,Product C,4,478.26,2020-07-03,Customer 117,customer117@example.com,Chicago
118,Product B,3,841.54,2020-04-02,Customer 118,customer118@example.com,Chicago
119,Product A,5,410.52,2020-09-11,Customer 119,customer119@example.com,Chicago
120,Product D,1,916.39,2020-05-27,Customer 120,customer120@example.com,Philadelphia
121,Product A,2,507.85,2020-10-17,Customer 121,customer121@example.com,Dallas
122,Product C,1,784.71,2020-10-08,Customer 122,customer122@example.com,Chicago
123,Product A,4,966.08,2020-07-14,Customer 123,customer123@example.com,New York
124,Product D,2,258.96,2019-03-16,Customer 124,customer124@example.com,Chicago
125,Product A,3,500.19,2020-06-15,Customer 125,customer125@example.com,Dallas
126,Product B,1,52.68,2019-01-30,Customer 126,customer126@example.com,New York
127,Product A,1,974.37,2020-12-15,Customer 127,customer127@example.com,Phoenix
128,Product D,1,175.87,2019-09-19,Customer 128,customer128@example.com,San Diego
129,Product A,3,551.23,2020-11-24,Customer 129,customer129@example.com,Phoenix
130,Product D,4,787.6,2020-12-05,Customer 130,customer130@example.com,San Diego
131,Product C,2,419.17,2019-10-27,Customer 131,customer131@example.com,Phoenix
132,Product D,5,706.8,2019-08-30,Customer 132,customer132@example.com,New York
133,Product D,4,875.58,2019-05-28,Customer 133,customer133@example.com,Los Angeles
134,Product D,4,957.06,2020-05-25,Customer 134,customer134@example.com,Philadelphia
135,Product D,4,130.42,2019-11-25,Customer 135,customer135@example.com,New York
136,Product C,4,416.02,2020-09-05,Customer 136,customer136@example.com,Philadelphia
137,Product D,2,58.83,2020-09-06,Customer 137,customer137@example.com,San Diego
138,Product C,5,846.48,2020-04-28,Customer 138,customer138@example.com,Houston
139,Product C,4,394.58,2020-10-28,Customer 139,customer139@example.com,Phoenix
140,Product D,2,696.51,2019-09-15,Customer 140,customer140@example.com,Los Angeles
141,Product D,4,115.68,2019-02-01,Customer 141,customer141@example.com,Chicago
142,Product A,5,749.82,2020-01-12,Customer 142,customer142@example.com,Miami
143,Product E,4,26.45,2019-12-06,Customer 143,customer143@example.com,Dallas
144,Product B,3,185.53,2020-05-21,Customer 144,customer144@example.com,Los Angeles
145,Product C,1,161.04,2020-04-26,Customer 145,customer145@example.com,Chicago
146,Product E,1,506.18,2019-03-31,Customer 146,customer146@example.com,Miami
147,Product A,1,401.46,2020-12-23,Customer 147,customer147@example.com,San Antonio
148,Product C,4,840.0,2020-12-18,Customer 148,customer148@example.com,Los Angeles
149,Product B,5,386.81,2020-08-14,Customer 149,customer149@example.com,San Diego
150,Product D,4,279.4,2019-10-18,Customer 150,customer150@example.com,New York
151,Product C,4,958.31,2019-05-25,Customer 151,customer151@example.com,Chicago
152,Product B,2,373.0,2019-12-17,Customer 152,customer152@example.com,Dallas
153,Product E,3,485.07,2019-05-24,Customer 153,customer153@example.com,Dallas
154,Product C,5,929.18,2020-12-09,Customer 154,customer154@example.com,Dallas
155,Product D,1,273.89,2020-11-12,Customer 155,customer155@example.com,Dallas
156,Product C,2,667.8,2020-05-29,Customer 156,customer156@example.com,Miami
157,Product E,4,791.65,2020-10-08,Customer 157,customer157@example.com,Chicago
158,Product B,3,870.65,2019-12-02,Customer 158,customer158@example.com,Phoenix
159,Product B,5,33.66,2019-04-18,Customer 159,customer159@example.com,Philadelphia
160,Product A,2,582.43,2020-04-23,Customer 160,customer160@example.com,Houston
161,Product A,1,420.45,2019-02-28,Customer 161,customer161@example.com,San Diego
162,Product C,2,222.65,2019-03-06,Customer 162,customer162@example.com,Houston
163,Product D,1,279.91,2019-12-22,Customer 163,customer163@example.com,Los Angeles
164,Product A,5,757.73,2020-08-31,Customer 164,customer164@example.com,Houston
165,Product E,5,546.93,2019-11-10,Customer 165,customer165@example.com,Chicago
166,Product D,1,79.78,2019-01-07,Customer 166,customer166@example.com,San Antonio
167,Product D,5,537.45,2020-07-13,Customer 167,customer167@example.com,Chicago
168,Product E,2,628.4,2020-06-01,Customer 168,customer168@example.com,New York
169,Product D,4,912.7,2020-07-30,Customer 169,customer169@example.com,Dallas
170,Product B,1,298.73,2019-07-26,Customer 170,customer170@example.com,San Antonio
171,Product C,4,49.44,2020-12-15,Customer 171,customer171@example.com,San Diego
172,Product B,2,351.8,2019-09-09,Customer 172,customer172@example.com,Miami
173,Product E,4,131.5,2019-02-27,Customer 173,customer173@example.com,Houston
174,Product D,5,934.35,2020-06-29,Customer 174,customer174@example.com,Miami
175,Product D,1,674.7,2020-11-28,Customer 175,customer175@example.com,New York
176,Product D,5,664.28,2020-07-22,Customer 176,customer176@example.com,San Antonio
177,Product A,3,117.14,2019-07-01,Customer 177,customer177@example.com,New York
178,Product A,3,874.24,2019-01-23,Customer 178,customer178@example.com,Chicago
179,Product C,1,156.64,2019-05-05,Customer 179,customer179@example.com,Chicago
180,Product A,3,428.01,2020-01-31,Customer 180,customer180@example.com,Phoenix
181,Product B,1,298.35,2019-07-22,Customer 181,customer181@example.com,San Diego
182,Product C,5,392.68,2019-10-25,Customer 182,customer182@example.com,San Diego
183,Product D,5,304.75,2019-07-08,Customer 183,customer183@example.com,Philadelphia
184,Product E,1,724.14,2019-02-22,Customer 184,customer184@example.com,Houston
185,Product D,4,95.43,2019-05-11,Customer 185,customer185@example.com,Phoenix
186,Product A,4,608.37,2020-09-30,Customer 186,customer186@example.com,San Antonio
187,Product E,1,172.64,2020-06-16,Customer 187,customer187@example.com,San Diego
188,Product A,2,812.52,2019-11-13,Customer 188,customer188@example.com,Los Angeles
189,Product E,1,944.46,2019-10-23,Customer 189,customer189@example.com,Miami
190,Product E,1,121.44,2020-05-28,Customer 190,customer190@example.com,San Antonio
191,Product B,1,129.1,2019-07-01,Customer 191,customer191@example.com,San Diego
192,Product C,4,182.03,2020-12-13,Customer 192,customer192@example.com,Los Angeles
193,Product D,2,674.64,2020-12-07,Customer 193,customer193@example.com,San Diego
194,Product E,1,108.91,2020-09-11,Customer 194,customer194@example.com,Houston
195,Product B,4,375.67,2020-05-08,Customer 195,customer195@example.com,Los Angeles
196,Product D,5,978.88,2019-11-03,Customer 196,customer196@example.com,New York
197,Product E,1,129.24,2019-08-21,Customer 197,customer197@example.com,San Diego
198,Product D,3,344.69,2020-03-09,Customer 198,customer198@example.com,Philadelphia
199,Product B,2,251.86,2020-05-26,Customer 199,customer199@example.com,Los Angeles
200,Product A,4,721.7,2019-05-25,Customer 200,customer200@example.com,Houston
201,Product E,4,63.18,2019-09-21,Customer 201,customer201@example.com,Houston
202,Product A,5,125.96,2019-08-18,Customer 202,customer202@example.com,Chicago
203,Product D,3,584.54,2019-07-18,Customer 203,customer203@example.com,Phoenix
204,Product E,1,425.48,2020-06-25,Customer 204,customer204@example.com,Miami
205,Product D,4,835.52,2020-05-19,Customer 205,customer205@example.com,Miami
206,Product A,2,48.65,2019-02-08,Customer 206,customer206@example.com,New York
207,Product A,1,991.41,2019-06-27,Customer 207,customer207@example.com,Chicago
208,Product D,2,478.1,2020-01-04,Customer 208,customer208@example.com,San Diego
209,Product E,1,757.88,2019-02-06,Customer 209,customer209@example.com,Houston
210,Product B,1,733.02,2020-06-05,Customer 210,customer210@example.com,Philadelphia
211,Product E,4,844.59,2020-03-14,Customer 211,customer211@example.com,Dallas
212,Product A,5,250.54,2020-10-30,Customer 212,customer212@example.com,Dallas
213,Product D,2,873.91,2019-10-12,Customer 213,customer213@example.com,Miami
214,Product D,3,695.03,2019-06-21,Customer 214,customer214@example.com,Philadelphia
215,Product C,4,576.68,2020-04-15,Customer 215,customer215@example.com,Dallas
216,Product B,5,535.05,2019-03-22,Customer 216,customer216@example.com,San Diego
217,Product E,5,996.46,2020-08-01,Customer 217,customer217@example.com,Chicago
218,Product A,2,363.83,2019-07-26,Customer 218,customer218@example.com,Phoenix
219,Product A,1,486.53,2019-03-28,Customer 219,customer219@example.com,San Diego
220,Product B,4,706.58,2019-10-30,Customer 220,customer220@example.com,Dallas
221,Product A,1,801.73,2019-05-06,Customer 221,customer221@example.com,Dallas
222,Product B,3,794.83,2020-12-20,Customer 222,customer222@example.com,Chicago
223,Product D,1,35.92,2020-04-12,Customer 223,customer223@example.com,Miami
224,Product A,2,613.76,2019-01-10,Customer 224,customer224@example.com,Houston
225,Product B,1,121.9,2019-12-17,Customer 225,customer225@example.com,San Diego
226,Product D,4,496.75,2019-08-13,Customer 226,customer226@example.com,Los Angeles
227,Product C,2,795.02,2020-02-05,Customer 227,customer227@example.com,Los Angeles
228,Product D,5,653.51,2020-08-10,Customer 228,customer228@example.com,Dallas
229,Product A,4,224.27,2020-12-24,Customer 229,customer229@example.com,New York
230,Product C,5,912.06,2020-08-03,Customer 230,customer230@example.com,Los Angeles
231,Product A,1,787.63,2019-06-16,Customer 231,customer231@example.com,Los Angeles
232,Product A,5,632.07,2020-07-08,Customer 232,customer232@example.com,Los Angeles
233,Product E,3,609.5,2019-08-27,Customer 233,customer233@example.com,San Antonio
234,Product B,3,510.84,2020-08-10,Customer 234,customer234@example.com,Philadelphia
235,Product E,2,610.39,2019-07-25,Customer 235,customer235@example.com,San Antonio
236,Product B,3,835.64,2020-12-08,Customer 236,customer236@example.com,San Diego
237,Product C,3,990.33,2019-09-15,Customer 237,customer237@example.com,San Antonio
238,Product C,1,782.33,2019-01-26,Customer 238,customer238@example.com,San Antonio
239,Product B,3,807.5,2020-03-10,Customer 239,customer239@example.com,Phoenix
240,Product E,4,469.98,2019-08-12,Customer 240,customer240@example.com,Los Angeles
241,Product B,3,327.81,2020-10-03,Customer 241,customer241@example.com,Phoenix
242,Product D,2,120.25,2020-03-11,Customer 242,customer242@example.com,New York
243,Product E,1,584.46,2020-04-04,Customer 243,customer243@example.com,San Diego
244,Product B,3,551.01,2019-05-13,Customer 244,customer244@example.com,Miami
245,Product C,1,679.67,2020-04-28,Customer 245,customer245@example.com,Miami
246,Product D,1,548.16,2019-11-27,Customer 246,customer246@example.com,Chicago
247,Product D,3,799.66,2020-12-09,Customer 247,customer247@example.com,San Antonio
248,Product A,5,941.78,2019-01-27,Customer 248,customer248@example.com,New York
249,Product D,4,404.68,2020-04-22,Customer 249,customer249@example.com,Miami
250,Product A,4,978.1,2019-06-05,Customer 250,customer250@example.com,Chicago
251,Product E,2,965.94,2020-01-30,Customer 251,customer251@example.com,Philadelphia
252,Product E,5,200.63,2019-03-13,Customer 252,customer252@example.com,Chicago
253,Product B,3,679.81,2020-10-25,Customer 253,customer253@example.com,Philadelphia
254,Product E,4,506.64,2020-03-13,Customer 254,customer254@example.com,New York
255,Product D,1,71.99,2020-10-05,Customer 255,customer255@example.com,Philadelphia
256,Product B,2,210.64,2019-03-22,Customer 256,customer256@example.com,Los Angeles
257,Product C,4,251.73,2019-04-13,Customer 257,customer257@example.com,New York
258,Product D,1,520.4,2019-10-23,Customer 258,customer258@example.com,Philadelphia
259,Product B,5,486.37,2019-07-03,Customer 259,customer259@example.com,Los Angeles
260,Product E,2,120.83,2020-07-16,Customer 260,customer260@example.com,Houston
261,Product B,5,277.43,2019-10-21,Customer 261,customer261@example.com,Phoenix
262,Product C,3,567.06,2020-09-10,Customer 262,customer262@example.com,Chicago
263,Product B,3,832.39,2019-07-22,Customer 263,customer263@example.com,Dallas
264,Product D,5,961.9,2020-08-28,Customer 264,customer264@example.com,San Antonio
265,Product D,3,238.24,2019-08-24,Customer 265,customer265@example.com,Los Angeles
266,Product A,2,478.62,2020-05-15,Customer 266,customer266@example.com,Philadelphia
267,Product E,2,594.89,2019-11-24,Customer 267,customer267@example.com,Los Angeles
268,Product D,1,521.8,2019-04-09,Customer 268,customer268@example.com,Philadelphia
269,Product C,4,249.66,2020-02-08,Customer 269,customer269@example.com,San Antonio
270,Product B,2,224.41,2020-05-09,Customer 270,customer270@example.com,San Diego
271,Product E,5,290.77,2020-03-05,Customer 271,customer271@example.com,Phoenix
272,Product E,2,552.19,2019-01-08,Customer 272,customer272@example.com,Houston
273,Product B,1,918.19,2019-06-04,Customer 273,customer273@example.com,Miami
274,Product C,4,859.07,2020-08-09,Customer 274,customer274@example.com,San Diego
275,Product D,1,408.51,2019-08-19,Customer 275,customer275@example.com,Phoenix
276,Product D,3,866.17,2020-02-14,Customer 276,customer276@example.com,San Diego
277,Product C,1,403.05,2019-06-03,Customer 277,customer277@example.com,Miami
278,Product C,1,30.8,2020-01-20,Customer 278,customer278@example.com,Miami
279,Product C,4,974.89,2019-08-18,Customer 279,customer279@example.com,Houston
280,Product E,4,157.75,2019-04-15,Customer 280,customer280@example.com,Chicago
281,Product A,4,248.17,2019-05-11,Customer 281,customer281@example.com,Philadelphia
282,Product D,3,310.47,2020-08-20,Customer 282,customer282@example.com,San Diego
283,Product A,3,570.06,2020-09-22,Customer 283,customer283@example.com,Miami
284,Product A,5,818.43,2020-07-14,Customer 284,customer284@example.com,Chicago
285,Product A,5,640.74,2019-05-30,Customer 285,customer285@example.com,Houston
286,Product A,2,983.74,2019-06-04,Customer 286,customer286@example.com,Los Angeles
287,Product B,2,907.46,2019-05-16,Customer 287,customer287@example.com,Dallas
288,Product B,3,27.97,2019-05-11,Customer 288,customer288@example.com,Los Angeles
289,Product D,1,490.05,2019-10-26,Customer 289,customer289@example.com,Los Angeles
290,Product D,4,378.59,2020-09-30,Customer 290,customer290@example.com,San Diego
291,Product B,2,197.18,2019-10-05,Customer 291,customer291@example.com,New York
292,Product E,4,802.83,2019-10-17,Customer 292,customer292@example.com,San Antonio
293,Product E,2,719.09,2020-12-09,Customer 293,customer293@example.com,San Antonio
294,Product C,2,605.11,2019-09-06,Customer 294,customer294@example.com,Phoenix
295,Product A,2,473.2,2019-01-19,Customer 295,customer295@example.com,Miami
296,Product B,4,927.04,2020-04-08,Customer 296,customer296@example.com,Los Angeles
297,Product C,2,420.82,2019-08-25,Customer 297,customer297@example.com,Chicago
298,Product D,3,517.05,2019-08-26,Customer 298,customer298@example.com,New York
299,Product B,5,179.18,2020-11-09,Customer 299,customer299@example.com,Houston
300,Product C,4,231.77,2019-01-26,Customer 300,customer300@example.com,Phoenix
301,Product B,5,450.73,2019-11-01,Customer 301,customer301@example.com,San Diego
302,Product A,2,199.97,2019-08-23,Customer 302,customer302@example.com,Dallas
303,Product B,1,870.82,2019-12-09,Customer 303,customer303@example.com,New York
304,Product A,2,899.44,2020-06-01,Customer 304,customer304@example.com,Los Angeles
305,Product E,1,730.75,2020-03-11,Customer 305,customer305@example.com,Houston
306,Product A,3,550.64,2020-04-10,Customer 306,customer306@example.com,Chicago
307,Product A,2,854.84,2020-02-16,Customer 307,customer307@example.com,Dallas
308,Product A,3,73.03,2019-03-18,Customer 308,customer308@example.com,Los Angeles
309,Product D,3,349.53,2019-03-14,Customer 309,customer309@example.com,San Diego
310,Product A,5,259.69,2020-02-13,Customer 310,customer310@example.com,Chicago
311,Product D,2,77.82,2019-12-02,Customer 311,customer311@example.com,San Diego
312,Product C,3,127.06,2019-11-14,Customer 312,customer312@example.com,Dallas
313,Product D,1,829.12,2020-10-11,Customer 313,customer313@example.com,New York
314,Product E,4,714.25,2019-10-20,Customer 314,customer314@example.com,San Antonio
315,Product D,1,64.72,2019-11-23,Customer 315,customer315@example.com,Los Angeles
316,Product D,3,956.98,2020-08-19,Customer 316,customer316@example.com,New York
317,Product C,4,68.99,2019-04-20,Customer 317,customer317@example.com,New York
318,Product D,4,284.32,2020-01-02,Customer 318,customer318@example.com,Houston
319,Product E,3,359.17,2019-10-16,Customer 319,customer319@example.com,San Diego
320,Product C,5,654.81,2019-09-26,Customer 320,customer320@example.com,Miami
321,Product E,3,971.94,2019-09-13,Customer 321,customer321@example.com,New York
322,Product C,2,298.97,2019-06-25,Customer 322,customer322@example.com,Dallas
323,Product B,3,657.44,2019-04-27,Customer 323,customer323@example.com,Houston
324,Product B,4,172.52,2020-04-25,Customer 324,customer324@example.com,New York
325,Product A,3,859.29,2019-03-01,Customer 325,customer325@example.com,Los Angeles
326,Product D,1,31.75,2020-11-23,Customer 326,customer326@example.com,San Antonio
327,Product A,1,389.25,2020-07-06,Customer 327,customer327@example.com,New York
328,Product C,4,519.65,2019-09-12,Customer 328,customer328@example.com,Phoenix
329,Product B,1,685.71,2019-01-30,Customer 329,customer329@example.com,New York
330,Product A,5,201.88,2020-06-03,Customer 330,customer330@example.com,San Antonio
331,Product B,3,835.81,2020-03-05,Customer 331,customer331@example.com,Miami
332,Product C,2,669.0,2019-09-24,Customer 332,customer332@example.com,San Antonio
333,Product B,4,708.2,2019-03-02,Customer 333,customer333@example.com,San Antonio
334,Product D,1,450.72,2020-06-29,Customer 334,customer334@example.com,Philadelphia
335,Product A,3,376.44,2019-02-27,Customer 335,customer335@example.com,Philadelphia
336,Product D,3,600.59,2020-11-23,Customer 336,customer336@example.com,San Antonio
337,Product E,4,16.54,2020-09-14,Customer 337,customer337@example.com,Dallas
338,Product C,5,871.76,2020-01-17,Customer 338,customer338@example.com,Houston
339,Product A,4,537.05,2020-10-24,Customer 339,customer339@example.com,Miami
340,Product D,5,772.66,2020-09-10,Customer 340,customer340@example.com,Houston
341,Product B,3,993.22,2020-11-26,Customer 341,customer341@example.com,Phoenix
342,Product A,2,257.16,2019-06-22,Customer 342,customer342@example.com,Phoenix
343,Product B,2,638.43,2020-07-24,Customer 343,customer343@example.com,Phoenix
344,Product B,5,94.33,2019-02-01,Customer 344,customer344@example.com,San Diego
345,Product D,2,243.78,2019-06-17,Customer 345,customer345@example.com,San Antonio
346,Product C,3,22.97,2020-12-28,Customer 346,customer346@example.com,Los Angeles
347,Product E,1,856.49,2019-05-30,Customer 347,customer347@example.com,Philadelphia
348,Product E,4,897.8,2019-06-01,Customer 348,customer348@example.com,Houston
349,Product E,1,420.95,2019-05-20,Customer 349,customer349@example.com,Chicago
350,Product D,4,89.37,2020-03-20,Customer 350,customer350@example.com,Miami
351,Product C,4,131.94,2019-04-02,Customer 351,customer351@example.com,Phoenix
352,Product D,2,397.49,2019-06-07,Customer 352,customer352@example.com,Miami
353,Product E,5,152.93,2019-10-20,Customer 353,customer353@example.com,New York
354,Product D,5,41.2,2020-04-01,Customer 354,customer354@example.com,Miami
355,Product D,2,558.42,2020-11-17,Customer 355,customer355@example.com,San Antonio
356,Product E,1,642.11,2020-03-22,Customer 356,customer356@example.com,Philadelphia
357,Product A,5,511.28,2019-06-07,Customer 357,customer357@example.com,Dallas
358,Product D,2,290.93,2020-05-09,Customer 358,customer358@example.com,Miami
359,Product B,5,925.07,2019-02-11,Customer 359,customer359@example.com,Phoenix
360,Product C,5,855.03,2019-05-18,Customer 360,customer360@example.com,Miami
361,Product C,4,73.65,2020-12-04,Customer 361,customer361@example.com,New York
362,Product E,2,620.12,2020-03-16,Customer 362,customer362@example.com,Dallas
363,Product A,2,86.1,2019-10-07,Customer 363,customer363@example.com,Dallas
364,Product A,4,384.06,2019-07-21,Customer 364,customer364@example.com,Los Angeles
